y_err,h_err_NN,h_err_true
172.86904907226562,-101.37671661376953,-19.959361127599607
29.823650360107422,-38.91136932373047,-102.49539432691978
110.47422790527344,-148.08367919921875,-39.06242917189559
-131.96127319335938,-51.90930938720703,-145.6308531918703
-51.6655158996582,-117.42127990722656,-50.188999228254715
-38.33374786376953,-92.39643096923828,-119.75521713640535
29.77315330505371,-151.33441162109375,-92.34030430518436
-130.40390014648438,23.176044464111328,-152.14335277396702
91.4839859008789,6.475353240966797,12.629585964022908
-22.427671432495117,-112.59715270996094,7.645925145034937
94.52180480957031,-141.71493530273438,-112.56107511893379
135.4938201904297,-34.80863571166992,-141.27412306054327
-61.72039031982422,-24.715591430664062,-49.29541391352478
-54.091922760009766,35.651878356933594,-24.048644477035964
-170.3406524658203,-68.4068374633789,21.283828647089763
145.79666137695312,-68.52342224121094,-68.49273246022807
-144.20103454589844,-1.5739068984985352,-82.37062560488107
78.30940246582031,-17.1636962890625,-0.34591217548972963
-128.35919189453125,-14.962488174438477,-15.45301656104948
-65.25672149658203,53.499385833740234,-20.738116002117124
151.33480834960938,-16.55023193359375,15.881630197359073
18.9188289642334,-13.321767807006836,-18.022258202745093
100.7676010131836,-89.58367156982422,-15.144455216910103
3.839876174926758,-55.796669006347656,-89.60032780356624
56.279502868652344,-120.27388000488281,-57.499541381078245
170.05552673339844,-77.67988586425781,-119.32994738344428
96.4377670288086,-27.610258102416992,-79.15400517841209
56.637542724609375,-109.35890197753906,-26.393447141020033
-151.1990509033203,-27.54094886779785,-109.4911197840442
-155.41232299804688,-15.829647064208984,-27.66046716477905
-143.01217651367188,-119.82838439941406,-27.541228231425407
-150.06459045410156,8.818083763122559,-119.73608033615682
156.15512084960938,-138.49380493164062,-8.553578133226836
-74.02371978759766,13.075353622436523,-149.45586751743156
-177.69854736328125,-130.9148712158203,13.979536676834812
-89.69963073730469,23.092554092407227,-131.49136373839502
74.51184844970703,-109.41258239746094,15.564867764862015
-180.76361083984375,-117.89350891113281,-109.86984170680728
151.99740600585938,-43.49668502807617,-113.91216020081634
188.40061950683594,-144.45968627929688,-44.892540393535626
110.0518569946289,-108.11482238769531,-146.3773692766976
-98.33415985107422,-11.199639320373535,-108.29675607647152
146.78518676757812,-10.617555618286133,-9.700616269475859
-43.7502326965332,-4.035200119018555,-16.161414060097
118.17745971679688,13.646154403686523,-4.956350050096148
189.20396423339844,-92.91290283203125,10.188009703334615
-107.03138732910156,-113.61517333984375,-93.07573417216821
0.2765815854072571,-14.686779975891113,-112.08183600538547
145.13218688964844,-21.169754028320312,-135.48829336750822
50.33927917480469,-0.5540594458580017,-16.971412775276633
