y_err,h_err
690.0296020507812,-64.36795043945312
785.6068725585938,-1.2340174913406372
680.9771728515625,-60.741859436035156
671.7605590820312,-99.99801635742188
727.2015991210938,-85.59577178955078
733.8899536132812,-49.00038146972656
752.0245971679688,-107.19914245605469
795.9797973632812,-29.813199996948242
763.8919677734375,-94.01774597167969
825.39208984375,-64.68196868896484
676.10546875,-71.70960998535156
697.1168212890625,0.23691904544830322
688.5389404296875,-29.95836067199707
794.591064453125,-31.014612197875977
690.8377075195312,12.982622146606445
813.1406860351562,-57.822303771972656
819.8742065429688,-68.78165435791016
668.64453125,-66.80681610107422
703.077392578125,-3.4926908016204834
788.301513671875,-52.04700469970703
697.766845703125,-2.1252803802490234
670.3338012695312,-103.40958404541016
797.136474609375,-72.2296371459961
741.8660888671875,-27.632265090942383
775.2503051757812,-26.71438980102539
797.7069702148438,-67.03179168701172
776.4492797851562,-86.97541809082031
740.1743774414062,-11.255558013916016
737.2412109375,-106.24554443359375
813.0802612304688,30.156002044677734
802.6134033203125,-59.24940872192383
682.9396362304688,-170.5001983642578
707.5795288085938,-12.380284309387207
710.54833984375,-10.522316932678223
742.1011962890625,-106.82730102539062
801.6303100585938,19.352609634399414
775.0331420898438,8.029465675354004
716.58642578125,-5.450838088989258
849.1828002929688,-5.741806507110596
678.8319702148438,-74.52180480957031
744.9843139648438,-40.55097961425781
737.1762084960938,-120.2965087890625
814.8943481445312,-5.991501808166504
706.55810546875,36.668365478515625
823.6853637695312,-6.1508870124816895
788.389892578125,-93.06765747070312
764.1242065429688,16.33367919921875
705.9203491210938,3.2769224643707275
826.2980346679688,-0.5053541660308838
730.3991088867188,-37.563499450683594
761.5300903320312,1.5167779922485352
683.9820556640625,-29.227659225463867
792.9760131835938,-85.78728485107422
782.5724487304688,-121.00149536132812
742.0224609375,9.788026809692383
799.02392578125,-5.09813928604126
758.8497924804688,-20.23027229309082
694.4699096679688,-152.26820373535156
795.1864013671875,11.776449203491211
791.236328125,-104.85725402832031
741.8692626953125,-1.8466269969940186
673.4507446289062,-114.66898345947266
822.240966796875,-14.150117874145508
798.25146484375,-3.374990940093994
796.5375366210938,14.848089218139648
718.8704833984375,1.265377402305603
795.112548828125,-57.51887893676758
776.889892578125,-64.89202117919922
679.7239990234375,-54.312259674072266
672.7320556640625,-14.770369529724121
758.182373046875,20.049726486206055
728.1412353515625,1.3023853302001953
608.6279296875,-74.08458709716797
737.2203979492188,2.3230292797088623
770.6444091796875,-21.7122745513916
816.9129028320312,-51.22780227661133
821.1392211914062,-18.749879837036133
822.3392333984375,-39.86461639404297
840.7254638671875,2.2495954036712646
748.551025390625,-50.86509323120117
708.2315063476562,21.587081909179688
799.693115234375,5.8599371910095215
754.8729248046875,-53.43060302734375
768.449462890625,-8.934528350830078
723.7860107421875,-17.350440979003906
747.3448486328125,19.910860061645508
728.2586669921875,2.5902671813964844
674.6384887695312,-62.0805549621582
796.4302368164062,-21.557676315307617
788.80322265625,-6.863648891448975
805.1268310546875,-26.006973266601562
853.5756225585938,25.598674774169922
755.7890625,-38.45588302612305
749.5376586914062,7.5868377685546875
808.38134765625,25.17405128479004
721.4834594726562,-20.462509155273438
792.3850708007812,19.84739875793457
786.5310668945312,-105.9490966796875
694.2901611328125,-71.94246673583984
729.1643676757812,-46.03548812866211
826.6473999023438,20.79779052734375
738.7361450195312,16.22358512878418
825.3201293945312,-45.28990936279297
771.9751586914062,-78.87142181396484
731.2213745117188,-92.25321197509766
748.0634155273438,-30.688432693481445
723.0430297851562,-0.12916438281536102
741.5001220703125,-76.35803985595703
735.7424926757812,-118.47551727294922
686.2606811523438,-12.865008354187012
811.649658203125,-10.376338005065918
773.6286010742188,14.247602462768555
814.02099609375,-74.38375854492188
774.9393310546875,-38.792930603027344
687.1058349609375,-66.8912124633789
704.3360595703125,-43.02123260498047
748.0009765625,0.5471583604812622
820.6923217773438,8.29590129852295
762.7108154296875,-19.493494033813477
757.5768432617188,-4.534080505371094
773.8855590820312,2.130359411239624
759.668212890625,-7.061921119689941
719.2754516601562,0.5119885206222534
783.8070678710938,1.9130278825759888
788.8430786132812,13.810613632202148
746.24462890625,-109.373779296875
666.8585205078125,-107.96324920654297
781.4566650390625,-65.27661895751953
788.5259399414062,-32.23529052734375
814.1122436523438,-13.288766860961914
809.8959350585938,-10.863091468811035
712.9212646484375,-71.98707580566406
716.9967651367188,-10.47451114654541
811.5678100585938,-11.664936065673828
799.2265625,-14.400782585144043
687.7807006835938,2.1845569610595703
699.4619140625,-81.26593017578125
736.0285034179688,-63.101715087890625
659.7738037109375,-118.34673309326172
683.2481689453125,-40.60346221923828
821.09228515625,-10.2625150680542
780.8323974609375,-28.196321487426758
750.0910034179688,-38.16289138793945
785.0402221679688,4.610908031463623
