y_err,h_err_NN,h_err_true
5.425968170166016,-75.76715087890625,-43.62597809826889
62.653526306152344,-43.61851119995117,-210.51895018887626
12.559243202209473,19.60025405883789,-107.43024353668238
-7.026752948760986,-26.321426391601562,16.548365333424215
-49.998817443847656,-26.50082015991211,-119.80026529929171
-14.617907524108887,-54.22416305541992,-30.782330297592978
-17.532611846923828,-46.24325180053711,-61.24471782892192
-28.34170913696289,-21.340944290161133,-230.89403320878364
-33.73324203491211,-52.169166564941406,-22.92124261107199
9.598246574401855,-44.984073638916016,-128.67492785035438
5.624290466308594,-5.811683654785156,-211.8907510379638
-24.676071166992188,-55.337310791015625,-10.192652295080677
37.81576156616211,10.917590141296387,-224.5903967376779
-14.812886238098145,-29.33835792541504,-19.247932601061564
24.65871810913086,-66.38274383544922,-172.45586743662557
-17.81523323059082,-37.5672607421875,-197.4086810490992
63.29343795776367,-47.6875,-170.23313423423832
52.826080322265625,-72.17931365966797,-160.34588022494154
28.362346649169922,-47.43239974975586,-149.88960624232118
53.442115783691406,-55.824832916259766,-210.15030649381538
-11.917901039123535,-41.08736038208008,-154.42501000038942
74.18794250488281,-47.181854248046875,-47.34642020386468
-29.165267944335938,-62.70553207397461,-143.81378934502544
-38.29496765136719,-44.93845748901367,-229.62544007268912
11.767111778259277,-41.27642059326172,-133.14946435994426
-0.8139164447784424,-52.36444091796875,-133.14905022636162
4.854997634887695,-21.936376571655273,-243.5867428462106
62.89524841308594,-51.39716339111328,-77.96820871741176
-4.9554972648620605,-56.52088165283203,-158.16143416803362
-68.8604736328125,-42.48817825317383,-185.06598204325655
10.78048324584961,-38.45627975463867,-53.65699182766434
4.730159282684326,-2.9683520793914795,-35.57699539806242
-9.744654655456543,-34.60366439819336,-68.18351719693538
72.02793884277344,-32.46059799194336,-199.24058666911077
33.361854553222656,-46.492828369140625,-127.52010308219013
-41.43635559082031,-16.498228073120117,-176.70584762197853
90.67465209960938,-52.87915802001953,-57.55376766872757
-6.3246684074401855,-33.584259033203125,-114.51430871805195
-57.48528289794922,-57.894744873046875,-195.0294203834269
-21.07658576965332,-47.356109619140625,-120.8299956959537
