y_err,h_err_NN,h_err_true
322.45489501953125,-49.668949127197266,-104.71170338786908
80.31971740722656,-268.9801330566406,-320.52463847639416
-150.85934448242188,103.44965362548828,-58.59843056606013
-414.57073974609375,146.14060974121094,-4.154293271371671
-256.7057800292969,209.23187255859375,29.16174048238628
84.98295593261719,-50.91958236694336,-88.90288065132751
-509.7742919921875,-82.45526885986328,-147.7079929783826
380.4183044433594,108.28555297851562,-53.37893901418619
389.2196350097656,52.6380729675293,-113.01337643080052
65.3494644165039,-170.8544921875,-212.6549385845775
-87.40238952636719,-249.93992614746094,-293.2124299526812
372.94024658203125,-206.4438018798828,-318.66597574711693
-411.5353088378906,-70.01644897460938,-184.79833091304755
-211.48785400390625,-242.7600860595703,-293.2666783473869
-138.08055114746094,-205.54379272460938,-285.22712525485406
-141.06167602539062,-192.0755615234375,-235.49063275721227
-489.22821044921875,36.203025817871094,-127.8648395956784
270.91741943359375,165.53610229492188,-48.99906777787908
-351.31817626953125,33.95038986206055,-115.89774945784609
272.2310791015625,106.28195190429688,-83.51701426276844
3.052647113800049,-227.74253845214844,-318.21907665574685
-197.676513671875,-149.77879333496094,-206.40283168997547
315.7406005859375,101.61514282226562,-32.14440133795233
-366.3565673828125,23.012128829956055,-135.673035775176
162.349853515625,-79.8051986694336,-120.01620222912987
-192.51217651367188,-233.24908447265625,-274.27862176203865
-76.24970245361328,-284.1652526855469,-354.10768259156606
126.02095031738281,75.03791809082031,-2.203382761516366
26.185867309570312,-140.22547912597656,-183.9661133917437
-174.18417358398438,-135.51809692382812,-252.5980434430419
-151.5577392578125,190.12814331054688,-15.08160468674248
163.13229370117188,167.33218383789062,18.00291627335821
-27.255027770996094,-225.4603729248047,-268.8807720679636
-374.9219055175781,-39.277137756347656,-111.86285188291885
389.90325927734375,-161.19322204589844,-168.3901392574059
13.971660614013672,-100.2972640991211,-134.2852217237475
80.20491790771484,-258.2220764160156,-315.284050319758
-222.8036346435547,-265.4712829589844,-277.9398240919761
-29.590484619140625,-278.8026123046875,-355.6589834108038
512.4545288085938,-174.0109405517578,-190.54138977608505
-84.1717529296875,-292.0233154296875,-372.73246132772096
33.9172477722168,-244.85289001464844,-209.05271768544475
-204.96542358398438,-228.3924560546875,-265.3113380467227
9.698843002319336,-209.9451141357422,-268.2408608325548
-82.31396484375,-160.99411010742188,-244.90052396542774
-272.74737548828125,-92.81645202636719,-219.8779458915173
-209.1970672607422,-3.5703108310699463,-94.88935085359321
322.5756530761719,-102.016357421875,-207.1480783329833
-162.58572387695312,-237.50392150878906,-248.13063122873064
-36.302425384521484,-256.2095642089844,-343.64325274768186
-60.949649810791016,-268.8995361328125,-336.5108216035942
-88.17090606689453,-228.23570251464844,-273.49420658943393
423.13671875,-28.554216384887695,-65.08624231993213
575.7495727539062,-7.224820613861084,-141.1002931630323
-78.05199432373047,-281.3560485839844,-341.5707480384841
110.23621368408203,-260.2375793457031,-280.20534949144803
