"phi, theta, psi, x, y, y_pred, h, h_err, h_err_pred, y_err_NN, h_err_NN"
0.0,0.0,7.629394502828291e-07,11999.999113347387,-0.0007285270762338314,-6.6820173263549805,1005.1132202148438,0.020084714156382688,-47.631202697753906,6.681288799278747,47.65128741191029
0.01261251512914896,-2.4985320568084717,0.17546157836913778,11992.301580872108,-0.08750718341954666,-6.909856796264648,1005.0725708007812,-0.3426764547696166,-41.49079513549805,6.822349612845102,41.14811868072843
0.014704081229865551,-6.681175708770752,0.5176742553710909,11986.108032980665,-0.16220899802667077,-5.113204479217529,1004.9888305664062,-0.5835263112683151,-45.52347946166992,4.9509954811908585,44.93995315040161
-0.006401351653039455,-11.958502769470215,0.954277801513669,11979.587082285558,-0.23754114515759284,-0.07265321910381317,1004.7235717773438,-0.6600160669505613,-40.07820129394531,-0.16488792605377967,39.41818522699475
0.013241898268461227,-13.457348823547363,1.2162940979003878,11972.853612846247,-0.31421455526100317,-8.213020324707031,1004.107666015625,-0.39699648541636634,-68.86648559570312,7.898805769446028,68.46948911028676
0.03272676840424538,-13.305168151855469,1.3613059997558565,11966.512959708181,-0.3795056291255605,1.3805263042449951,1003.2673950195312,0.11097496050729205,-55.80836486816406,-1.7600319333705556,55.919339828671355
0.11347755789756775,-13.125465393066406,1.3373001098632784,11959.997945699499,-0.43986596379554044,3.1957647800445557,1002.2269897460938,0.809942817751903,-47.250892639160156,-3.635630743840096,48.06083545691206
0.20393240451812744,-11.999287605285645,1.1201637268066378,11955.154034019848,-0.4830739466362388,-5.706524848937988,1001.35888671875,1.424187190921998,-38.93482971191406,5.2234509023017495,40.35901690283606
0.24729081988334656,-9.341465950012207,0.776299285888669,11948.422431704097,-0.5370468572355378,-0.937390148639679,1000.095947265625,2.334338315661853,-35.64366912841797,0.40034329140414115,37.97800744407982
0.22818468511104584,-7.315127849578857,0.43880920410155966,11941.11185396658,-0.5938122406996342,0.9721219539642334,998.7801513671875,3.2670030696000367,-41.01003646850586,-1.5659341946638676,44.277039538105896
0.19380249083042145,-8.1396484375,0.10691909790038778,11934.309872590073,-0.6453573431721793,-2.8008038997650146,997.6690673828125,4.021610315307726,-36.942359924316406,2.1554465565928353,40.96397023962413
0.15380987524986267,-10.20911693572998,-0.13266677856445597,11928.28758712963,-0.6891095856280458,2.2712745666503906,996.7245483398438,4.650514751086007,-46.42499542236328,-2.9603841522784364,51.07551017344929
0.13531143963336945,-12.745553970336914,-0.34193725585937784,11921.209055073268,-0.7441232674353842,-8.036298751831055,995.5609130859375,5.4431798593345775,-43.40761184692383,7.2921754843956705,48.850791706258406
0.06100139766931534,-13.074283599853516,-0.3160049438476591,11914.629113128629,-0.8011597936690578,1.5067510604858398,994.3517456054688,6.307507194673462,-36.397953033447266,-2.3079108541548976,42.70546022812073
0.0038702483288943768,-10.68568229675293,-0.11166305541992472,11907.98513924834,-0.8603236362649795,-4.674549579620361,993.0242919921875,7.286764891274288,-31.282737731933594,3.814225943355382,38.56950262320788
-0.019510900601744652,-8.056398391723633,0.13904647827148153,11902.155360033526,-0.9172208665838752,0.5744196176528931,991.8704223632812,8.135108737821724,-31.78194236755371,-1.4916404842367683,39.917051105375435
0.009435783140361309,-6.771960258483887,0.45339279174804403,11895.21303097419,-0.983437289752942,-3.3809120655059814,990.6179809570312,9.023718095019717,-33.484195709228516,2.3974747757530395,42.50791380424823
