y_err,h_err_NN,h_err_true
-97.03106689453125,-12.006916046142578,-45.80636331572856
39.12295913696289,55.872718811035156,-12.471752193986504
64.84397888183594,-5.849658489227295,-39.24408156544877
-136.18484497070312,72.16165924072266,-7.370717013594287
-63.84619903564453,81.65584564208984,0.22302212135667787
-122.57893371582031,87.85308837890625,3.629896899202663
5.2494049072265625,59.759159088134766,-11.143482707384237
-82.1614990234375,37.428157806396484,-18.10375492065981
-3.620572328567505,110.91277313232422,11.347825739084215
80.94239044189453,79.20475769042969,-6.467576865830438
115.25748443603516,51.39360046386719,-14.164978214324833
118.61603546142578,26.38955307006836,-26.00284840999126
-16.882259368896484,0.5133860111236572,-35.77669674246346
167.93702697753906,103.81946563720703,7.020393881185328
140.7059326171875,-13.218400001525879,-39.347646947897374
-116.7177505493164,34.64944839477539,-23.12271653861916
28.739591598510742,119.62942504882812,12.797188071135906
-85.68698120117188,-4.859622001647949,-36.570816725369184
-61.6829719543457,6.694614887237549,-35.324364953251916
-26.484159469604492,24.794143676757812,-28.569015698182795
-74.3060302734375,120.39546966552734,8.326393237098898
-112.44060516357422,52.00312423706055,-15.895528435436574
-26.77005958557129,103.442626953125,9.042172478071052
90.70872497558594,81.02391052246094,-5.874378615543719
-62.27474594116211,59.70091247558594,-14.385253830763588
109.47461700439453,65.07996368408203,-10.204936618818522
38.27646255493164,2.4582669734954834,-39.69061925701442
-31.164844512939453,25.608041763305664,-24.978977688117993
42.5023078918457,76.760498046875,-3.3063654119598596
-152.9652862548828,48.46649932861328,-16.24738238455143
18.746204376220703,50.6583366394043,-14.672930945594317
3.3393216133117676,93.36767578125,8.161615167098603
-36.77857971191406,6.922128677368164,-34.057328946797384
11.614439010620117,-9.565644264221191,-44.021193276001156
12.29187297821045,79.14871215820312,0.4668488756446436
0.10741576552391052,40.25625991821289,-22.284069655782048
-117.84245300292969,21.089874267578125,-31.590109997918887
132.63070678710938,92.98688507080078,-1.6735371807979504
-49.781700134277344,116.12666320800781,12.715210392854033
16.295467376708984,80.44483184814453,3.079778491583454
-70.54997253417969,79.15531921386719,-6.629937916391839
-63.5596809387207,110.45426940917969,9.284094104337328
49.01728057861328,39.793582916259766,-20.57121105465194
-6.60164737701416,45.125999450683594,-16.183645581101246
38.308258056640625,114.05966186523438,12.43049884368628
-23.76795768737793,94.1640853881836,6.752491967868195
57.05184555053711,1.6492635011672974,-39.323326894094464
-66.10877227783203,10.45805835723877,-34.50779703413019
33.523109436035156,-6.019078254699707,-43.59006541839415
74.11869049072266,32.763919830322266,-23.082918692256783
-22.142915725708008,-28.702836990356445,-46.24713825995997
11.01233196258545,23.01894187927246,-26.021986733032406
-47.89451599121094,13.313698768615723,-32.83493574683945
140.2906951904297,9.673025131225586,-32.92043514749679
11.865091323852539,28.276447296142578,-30.385517657991784
-130.3736572265625,-16.081119537353516,-47.5530830802756
13.565555572509766,-17.531707763671875,-46.10109486104096
-53.483150482177734,83.8060073852539,0.44558497726194446
-264.4488525390625,127.77434539794922,15.121884887517751
82.69450378417969,-25.162015914916992,-48.71125743261479
-25.738487243652344,21.871017456054688,-30.407200700988938
82.02653503417969,-16.01573371887207,-42.97840750152568
-7.471321105957031,-9.377047538757324,-41.93887601286286
-11.310696601867676,15.74893856048584,-34.2020458360293
52.477325439453125,59.47861862182617,-7.431622032508471
79.57345581054688,53.082740783691406,-17.69109346028432
0.7936452627182007,0.3126315772533417,-42.078995088695535
44.31328201293945,-1.148309588432312,-34.43125775930264
-68.76187133789062,60.56909942626953,-8.79872520380195
-34.611141204833984,9.333300590515137,-35.97819386244532
80.64956665039062,124.68267059326172,17.200698193185247
-15.339890480041504,63.26826095581055,-7.981134095267009
-102.79623413085938,-21.38092803955078,-50.83402313623799
-33.73686218261719,-17.495227813720703,-46.30590124790098
-108.73805236816406,52.481727600097656,-12.798861352094548
-0.5978302955627441,-16.39462661743164,-42.71199308546136
26.29844856262207,93.976318359375,5.751335123018407
112.65757751464844,122.93523406982422,16.140374333562363
56.795772552490234,-2.0332508087158203,-40.283347603381
60.743011474609375,12.60504150390625,-34.14091314815522
66.89405822753906,2.6867330074310303,-42.018232580845904
56.9419059753418,15.747579574584961,-27.53235128297058
-118.10064697265625,21.08791160583496,-31.52907978737761
53.020973205566406,44.09791564941406,-16.798507464396096
-34.688777923583984,-9.568284034729004,-41.345226383257625
-40.177337646484375,25.330495834350586,-31.93608626689445
-71.97392272949219,91.61033630371094,3.445840372748023
135.9664764404297,39.61323547363281,-23.528584990535705
-145.24452209472656,71.29165649414062,-6.716021471964893
-122.71696472167969,25.676313400268555,-27.917010733750487
