y_err,h_err_NN,h_err_true
67.7715072631836,-63.33495330810547,-13.745694099953823
-46.349246978759766,3.5223333835601807,-104.93720658775686
4.500687599182129,3.2162437438964844,-6.190623476590872
55.505455017089844,-56.11341857910156,2.2221829851457073
71.03440856933594,-27.880329132080078,-63.3611549044997
31.428632736206055,-56.687191009521484,-54.511655177504394
-48.63237380981445,-64.46460723876953,-77.40013183981375
60.030845642089844,-59.56196975708008,-109.12968515541479
62.49658203125,-54.92194366455078,-92.34044090723955
-25.607608795166016,11.797375679016113,-152.14342834086597
-12.208013534545898,-0.8732993006706238,12.629568723947159
-22.751197814941406,11.898946762084961,-3.3539037101788267
25.16567611694336,-63.04289245605469,1.5637699501785391
-15.30650520324707,34.11194610595703,-116.18434098917481
-48.79936599731445,-67.837890625,19.547995234606617
-57.63254928588867,-72.45750427246094,-140.75573402166134
27.865633010864258,10.747825622558594,-139.74656249519677
-53.611053466796875,-10.561973571777344,4.175096575163366
-74.418212890625,-68.69032287597656,-11.108744632155492
12.620651245117188,-7.00978946685791,-109.77136539533768
-55.03322219848633,-5.769691467285156,-10.090065131749157
57.9099235534668,-58.26704406738281,-5.358460757222929
-79.77509307861328,-43.056861877441406,-126.90944098922733
-24.35860252380371,-67.16350555419922,-57.86557757602333
-54.824527740478516,-70.36664581298828,-103.50204862343776
-62.12508010864258,-66.37158203125,-109.00827219348884
69.09864044189453,-29.565587997436523,-118.60765717034269
17.643157958984375,-50.711673736572266,-57.49992483209161
-36.26268005371094,-61.908470153808594,-77.45849834327345
-53.38414001464844,-75.031982421875,-127.75538505324965
40.3482551574707,-0.02238582819700241,-127.26187829488276
68.09046936035156,-22.847328186035156,-35.35616407614981
66.981689453125,-19.89649772644043,-46.869487194006524
-54.90653610229492,-56.41437530517578,-25.017293369181857
-68.54754638671875,-63.521549224853516,-79.68440429640873
-59.24647521972656,-62.887718200683594,-94.19080076992526
-53.33726501464844,-9.169768333435059,-85.73828976680471
-39.36362075805664,-75.37093353271484,-27.54234978903213
-57.82023239135742,1.5267988443374634,-119.7360727433728
-64.22998046875,-29.9095401763916,-8.553601058021059
59.13686752319336,-32.2740364074707,-57.30901718572261
58.11725616455078,-57.583187103271484,-80.45851115449608
-18.228723526000977,-5.611339569091797,-130.26096969275915
73.34693908691406,-57.089813232421875,-16.343925562032837
75.9170150756836,-55.11422348022461,-136.30746913344865
10.585657119750977,-55.413002014160156,-116.29634152569162
11.770234107971191,-18.68625259399414,-56.55523804373445
-51.3797492980957,-65.77864074707031,-19.879283838285176
38.92807388305664,-50.56972122192383,-143.6913519332984
-54.60805130004883,-54.67498779296875,-54.16771113938546
-16.02168083190918,16.842254638671875,-64.87378230258207
-73.04507446289062,-64.67694091796875,6.990021326128783
51.315120697021484,-57.48167419433594,-125.83997624262395
22.040374755859375,-42.60346984863281,-120.76355880560277
-14.763373374938965,-77.48582458496094,-42.970580432036456
52.640953063964844,-53.7244758605957,-109.80181833818676
-57.867698669433594,-23.898710250854492,-61.707767760510535
-3.143203020095825,-72.94482421875,-51.14913159845668
-54.15048599243164,-58.471256256103516,-95.50030997532275
-48.91868209838867,-55.39768600463867,-126.73328691677102
-11.976971626281738,11.361471176147461,-58.997298901526676
-36.915462493896484,-73.56370544433594,10.195368285214045
15.11217212677002,-67.59642028808594,-150.1411344581358
-43.06824493408203,-78.4716567993164,-104.1497057889382
-7.236903190612793,-25.720468521118164,-99.767703148978
44.63273620605469,-50.38950729370117,-25.88843798133496
-67.57501220703125,-65.86383819580078,-125.44835200724015
37.229740142822266,2.2584524154663086,-114.29764140583336
47.01919174194336,13.407580375671387,2.098041249714356
68.99270629882812,-49.59807586669922,12.720657517467885
66.43791961669922,-26.368581771850586,-68.39223391147243
-42.017452239990234,37.803077697753906,-34.49350134536718
48.27430725097656,-27.585004806518555,21.440728719091055
12.088139533996582,-61.02098083496094,-51.780448950484015
50.732669830322266,-64.7550048828125,-95.33632437743711
-12.144315719604492,-74.7674560546875,-127.44384860715007
-2.138859748840332,-78.55734252929688,-143.82563555887356
-24.339929580688477,-79.40057373046875,-136.58926561693028
45.67372512817383,-54.7794189453125,-141.38374834986035
-43.89444351196289,25.533416748046875,-60.01461312118681
27.56861686706543,-63.75686264038086,6.356841306151409
39.920345306396484,-58.19501876831055,-105.03320988673295
-62.55005645751953,-47.131893157958984,-82.13650090364257
-68.62731170654297,-22.45370101928711,-74.8724809119621
-53.920738220214844,-9.056636810302734,-34.42029671701749
63.80169677734375,-26.0626220703125,-32.08212216867332
-33.261207580566406,9.605916976928711,-28.23527165554259
-72.7834243774414,-72.36910247802734,8.129327052356189
-71.25848388671875,-58.92372512817383,-107.01857408499365
-73.75463104248047,-68.74616241455078,-107.65181335947773
-1.40651535987854,-66.57683563232422,-123.24888824728362
74.9413833618164,-41.25267028808594,-149.82946527283417
75.74668884277344,-25.66265869140625,-87.1357624134418
-26.196420669555664,-78.5743179321289,-51.79131312780862
27.045408248901367,-14.859983444213867,-108.32169943763915
69.46092224121094,-61.86703109741211,-31.341608930100676
67.82585906982422,-48.386627197265625,-103.63180227413216
52.17333221435547,-11.325888633728027,-118.13586123846954
11.770346641540527,-49.322113037109375,-26.312147752114583
64.63590240478516,-53.85035705566406,-50.42719621840507
-49.828556060791016,-9.650525093078613,-121.24908851191083
-45.86598587036133,-81.24500274658203,-36.936870584877
-51.30070877075195,-62.169551849365234,-142.68740232706733
23.413938522338867,-52.3456916809082,-97.53352212515142
81.26654052734375,-45.061527252197266,-56.96964971606826
-6.857257843017578,-35.12480926513672,-61.68555570097328
30.38034439086914,-58.30862808227539,-34.04452882854855
-76.33954620361328,-43.29547119140625,-72.00766943776671
21.612627029418945,29.261363983154297,-78.62461040512937
58.92112350463867,-54.14291763305664,-10.041163386041376
56.20469665527344,-61.25383377075195,-119.06701499458705
2.23555326461792,-65.30979919433594,-88.4200391860378
16.793581008911133,-76.07492065429688,-146.78913488535898
-23.137256622314453,10.453766822814941,-93.49410910144877
-35.952430725097656,-9.764345169067383,-15.311973580670326
-82.76968383789062,-47.009918212890625,-10.1573580384578
-55.5496940612793,-71.77195739746094,-56.47921938190399
52.23286056518555,-36.982051849365234,-127.5014046147868
67.08979034423828,-34.52372741699219,-93.0759142290085
70.59933471679688,-48.2258186340332,-44.036385120109685
41.583518981933594,-57.636741638183594,-72.3264382626503
-57.440521240234375,-4.902671813964844,-63.57255153614733
-70.31471252441406,-61.64692306518555,-20.19203797849468
-8.294296264648438,-68.2769775390625,-86.33013049959504
63.524715423583984,-42.71669387817383,-101.12749425969207
3.7717370986938477,11.55440616607666,-86.24967082100932
-69.72164916992188,-66.14059448242188,-1.1336389691687714
-40.87294006347656,-67.59771728515625,-100.85736625488755
46.391502380371094,-61.58577346801758,-110.17404986812318
68.62732696533203,-49.4315299987793,-129.27863176774514
60.510250091552734,-41.508270263671875,-128.77351260365663
-15.062596321105957,4.596062660217285,-49.60941968552174
-14.856247901916504,-79.50591278076172,4.466366044698475
6.4661431312561035,-81.43097686767578,-125.425046519832
38.847747802734375,4.706082344055176,-112.69438403547429
-62.15137481689453,-21.339597702026367,-0.50124525224129
-16.64866828918457,-50.6702880859375,-29.18345867645388
2.0742297172546387,34.98527145385742,-52.016420320098746
-37.71885299682617,-0.23379698395729065,10.099159503061003
-61.76247024536133,-75.16525268554688,-3.0395501926518023
73.32461547851562,-46.060123443603516,-133.2279038624826
67.16890716552734,-28.008756637573242,-97.14538409950586
-66.86282348632812,-60.28630828857422,-74.99623653502186
42.45765686035156,-22.283000946044922,-98.23183478960158
-70.6447982788086,-66.1144790649414,-39.223463656676984
42.105865478515625,-5.087423324584961,-120.62725741347492
-37.442893981933594,-60.60643768310547,-24.07148785296664
45.49589157104492,-28.741016387939453,-87.60481621961378
-45.67776107788086,-78.18818664550781,-46.787127545243095
-62.296730041503906,-9.317235946655273,-137.85347615197043
-16.300289154052734,-40.07280349731445,-11.85833225702271
-54.61433792114258,-60.57302474975586,-47.32644585543426
66.95081329345703,-56.74007034301758,-151.2911376638209
-59.52241897583008,-9.800786972045898,-146.61628933995138
1.617885708808899,31.06825065612793,-8.71812390946019
-42.88828659057617,14.211152076721191,-0.8616657459253361
-26.977720260620117,-67.77906036376953,13.668453540526912
17.582944869995117,27.841978073120117,-104.70169406681646
-19.285165786743164,-67.9433822631836,-7.448279840212592
-9.559078216552734,-26.767032623291016,-97.93705216343739
63.974449157714844,-39.130123138427734,-27.066624450593963
2.8214573860168457,-1.986847996711731,-53.99952703240939
-42.110870361328125,7.732294082641602,-6.9190216964622095
-68.58013916015625,-64.30460357666016,8.733406563952371
41.67353820800781,9.280777931213379,-116.36842944867902
45.011104583740234,-0.6249927282333374,-0.25612829905116996
21.282608032226562,-55.49305725097656,-1.8739799397935144
6.348459720611572,30.439502716064453,-62.5015552289758
-22.033788681030273,3.4805397987365723,4.950332039611794
77.84152221679688,-38.08016586303711,3.5156074844981617
-14.04108715057373,-69.56526947021484,-76.7718066566216
-17.949722290039062,32.12013626098633,-97.3664282716748
-48.510318756103516,-61.17057800292969,13.36443318045292
-62.28379821777344,-29.511505126953125,-65.86224994535809
27.619291305541992,-18.71884536743164,-39.64236773012789
-67.16368865966797,-59.370033264160156,-20.293831452736015
-25.315509796142578,20.239749908447266,-109.93283921348592
82.61670684814453,-49.76541519165039,-11.150930186284995
38.326568603515625,-25.01319122314453,-63.661642484960566
-68.9697265625,-56.05427551269531,-36.38873327851604
-71.3762435913086,-66.41715240478516,-116.5097097962996
-63.2384147644043,-50.59099197387695,-123.2534331048845
-71.79057312011719,-43.77111053466797,-85.70488638782598
54.6439323425293,-57.6798095703125,-68.54708850551856
42.684268951416016,-10.86085033416748,-132.24194236967946
-39.66193771362305,8.40849494934082,-27.220524698154975
66.84935760498047,-38.07669448852539,11.514679894301764
61.463008880615234,-63.86144256591797,-71.87064232850167
58.89829635620117,-15.279268264770508,-113.10833976682648
-29.92453956604004,-59.535369873046875,-22.666404322591063
48.154212951660156,-5.976721286773682,-63.23416140173663
51.21531677246094,-45.71839141845703,-6.8441597218873085
-36.31404113769531,-59.63484573364258,-44.934125941444904
-37.5059928894043,-75.05519104003906,-82.66354263057013
59.336002349853516,-71.9881820678711,-99.24300787569462
53.71098327636719,4.9620466232299805,-141.75418105252538
-60.54500198364258,-6.78182315826416,4.367814482204722
21.519067764282227,-74.66200256347656,-21.754320942045695
-74.9189682006836,-62.28044509887695,-128.18039115418264
