y_err,h_err_NN,h_err_true
72.6982192993164,-103.87562561035156,-13.745694099953823
-56.17290496826172,-5.606849670410156,-104.93720658775686
5.361008167266846,2.4643824100494385,-6.190623476590872
55.12541198730469,-63.29248809814453,2.2221829851457073
116.23827362060547,-53.596553802490234,-63.3611549044997
29.926427841186523,-77.32635498046875,-54.511655177504394
-84.50634002685547,-109.7824935913086,-77.40013183981375
60.35184097290039,-91.96994018554688,-109.12968515541479
129.78575134277344,-152.8221893310547,-92.34044090723955
-24.21894073486328,11.374966621398926,-152.14342834086597
-13.031749725341797,-3.1028060913085938,12.629568723947159
-121.06658935546875,1.12343430519104,-3.3539037101788267
25.925146102905273,-114.91950988769531,1.5637699501785391
-39.41055679321289,19.679489135742188,-116.18434098917481
-81.63964080810547,-141.7166290283203,19.547995234606617
-110.61640930175781,-139.00653076171875,-140.75573402166134
83.49751281738281,5.122411251068115,-139.74656249519677
-55.373355865478516,-11.328694343566895,4.175096575163366
-99.61042785644531,-110.29658508300781,-11.108744632155492
13.559883117675781,-10.992948532104492,-109.77136539533768
-59.182655334472656,-4.930583953857422,-10.090065131749157
68.82524108886719,-127.10958099365234,-5.358460757222929
-137.364013671875,-58.795936584472656,-126.90944098922733
-30.367162704467773,-102.01097106933594,-57.86557757602333
-70.57656860351562,-108.62177276611328,-103.50204862343776
-87.38348388671875,-118.74292755126953,-109.00827219348884
102.45647430419922,-56.964210510253906,-118.60765717034269
16.197927474975586,-77.71353912353516,-57.49992483209161
-53.37696838378906,-127.81523132324219,-77.45849834327345
-75.17625427246094,-125.9759521484375,-127.75538505324965
129.1467742919922,-37.0889778137207,-127.26187829488276
105.64056396484375,-47.01061248779297,-35.35616407614981
79.53291320800781,-24.3199462890625,-46.869487194006524
-63.10447311401367,-80.40361022949219,-25.017293369181857
-116.04084777832031,-93.80530548095703,-79.68440429640873
-73.39636993408203,-86.78990173339844,-94.19080076992526
-113.74058532714844,-27.891307830810547,-85.73828976680471
-43.10326385498047,-118.89875030517578,-27.54234978903213
-63.85773849487305,-8.932122230529785,-119.7360727433728
-134.1963653564453,-57.83363723754883,-8.553601058021059
145.6129913330078,-81.62284851074219,-57.30901718572261
85.08378601074219,-130.33335876464844,-80.45851115449608
-16.667709350585938,-15.208223342895508,-130.26096969275915
106.94087219238281,-136.4429473876953,-16.343925562032837
116.35079956054688,-116.2970962524414,-136.30746913344865
10.675580978393555,-55.06040573120117,-116.29634152569162
12.882314682006836,-18.740970611572266,-56.55523804373445
-110.06117248535156,-143.3599090576172,-19.879283838285176
39.02167892456055,-53.79349899291992,-143.6913519332984
-55.265968322753906,-64.09292602539062,-54.16771113938546
98.49393463134766,6.158164024353027,-64.87378230258207
-147.8119659423828,-125.85359191894531,6.990021326128783
57.57117462158203,-121.4321517944336,-125.83997624262395
21.705286026000977,-42.23726272583008,-120.76355880560277
-18.212188720703125,-109.35528564453125,-42.970580432036456
55.04435729980469,-61.64868927001953,-109.80181833818676
-105.17094421386719,-52.276458740234375,-61.707767760510535
-6.803892612457275,-93.9551010131836,-51.14913159845668
-121.42850494384766,-126.40364074707031,-95.50030997532275
-50.0532112121582,-58.628414154052734,-126.73328691677102
-11.780048370361328,10.82796573638916,-58.997298901526676
-58.454193115234375,-150.35757446289062,10.195368285214045
11.363404273986816,-104.16333770751953,-150.1411344581358
-47.9956169128418,-99.01948547363281,-104.1497057889382
-7.088531970977783,-26.639253616333008,-99.767703148978
145.67808532714844,-126.05918884277344,-25.88843798133496
-123.266357421875,-114.5326156616211,-125.44835200724015
36.3614501953125,3.15390682220459,-114.29764140583336
64.16107940673828,12.06252384185791,2.098041249714356
72.15050506591797,-67.89576721191406,12.720657517467885
91.38095092773438,-33.555660247802734,-68.39223391147243
95.86096954345703,21.05183982849121,-34.49350134536718
123.88826751708984,-50.89849090576172,21.440728719091055
8.839564323425293,-95.30827331542969,-51.780448950484015
62.30934143066406,-126.97613525390625,-95.33632437743711
-19.058624267578125,-143.77972412109375,-127.44384860715007
-8.000090599060059,-136.40847778320312,-143.82563555887356
-28.45368194580078,-141.24472045898438,-136.58926561693028
44.406490325927734,-59.51483917236328,-141.38374834986035
-79.3293685913086,6.53087043762207,-60.01461312118681
28.739925384521484,-103.80978393554688,6.356841306151409
