phi,theta,psi,x,y,h,img source
5.528974533081055,3.9578893184661865,2.289562988281247,-33.000225113068154,-98.00225154203417,388.2562255859375,./dataWPI_17000/images/image_phi5_theta3_psi2_x-33_y-98_h388.pt
5.837573528289795,-1.3007229566574097,-0.6880371093750028,-37.00155787767471,73.99891093339738,479.238037109375,./dataWPI_17000/images/image_phi5_theta-1_psi0_x-37_y73_h479.pt
0.6929705739021301,6.345654010772705,-8.586848449707034,-99.00125606485744,-55.001216144161845,377.2421875,./dataWPI_17000/images/image_phi0_theta6_psi-8_x-99_y-55_h377.pt
-4.873138904571533,6.578113079071045,6.4780662536621065,-53.001180942759675,4.9986221525177825,371.2401428222656,./dataWPI_17000/images/image_phi-4_theta6_psi6_x-53_y4_h371.pt
6.392345428466797,6.0025458335876465,0.7907302856445284,-26.00052000897631,55.997210278171224,438.238525390625,./dataWPI_17000/images/image_phi6_theta6_psi0_x-26_y55_h438.pt
2.2328386306762695,2.2367310523986816,1.5746047973632784,-67.00248261079832,115.99765406182541,427.2402038574219,./dataWPI_17000/images/image_phi2_theta2_psi1_x-67_y115_h427.pt
-3.677164316177368,7.977986812591553,-1.2489845275878935,144.9999613920918,30.000186662881788,461.2392578125,./dataWPI_17000/images/image_phi-3_theta7_psi-1_x144_y30_h461.pt
10.313624382019043,3.453399896621704,-6.974219512939456,111.99928278855441,-84.0009013240333,491.23931884765625,./dataWPI_17000/images/image_phi10_theta3_psi-6_x111_y-84_h491.pt
2.994800090789795,7.434077739715576,-2.6037895202636747,107.99820433304558,60.997819220990095,474.2403869628906,./dataWPI_17000/images/image_phi2_theta7_psi-2_x107_y60_h474.pt
4.5900421142578125,3.6734251976013184,4.382744598388669,-60.00133534223278,130.99887333714287,525.2388916015625,./dataWPI_17000/images/image_phi4_theta3_psi4_x-60_y130_h525.pt
-3.0142271518707275,2.9430599212646484,5.771908569335935,-7.000305871688397,-22.999861497860365,363.2435607910156,./dataWPI_17000/images/image_phi-3_theta2_psi5_x-7_y-22_h363.pt
-8.927729606628418,-1.4341821670532227,-6.177504730224612,-64.00172226134237,-11.002878746969145,376.2397155761719,./dataWPI_17000/images/image_phi-8_theta-1_psi-6_x-64_y-11_h376.pt
3.046637535095215,0.21145828068256378,7.630421447753903,68.00001289366992,-120.00183164333066,378.2399597167969,./dataWPI_17000/images/image_phi3_theta0_psi7_x68_y-120_h378.pt
-3.8169422149658203,-1.753788709640503,9.220101165771482,130.00025619643202,25.999326821023715,499.23736572265625,./dataWPI_17000/images/image_phi-3_theta-1_psi9_x130_y25_h499.pt
-9.175163269042969,-8.29096508026123,-4.290541839599612,125.0000721506949,-40.999841527856915,363.24298095703125,./dataWPI_17000/images/image_phi-9_theta-8_psi-4_x125_y-40_h363.pt
5.559414863586426,4.630710124969482,-1.9328529357910185,99.99998627118475,-81.00044435792734,522.2365112304688,./dataWPI_17000/images/image_phi5_theta4_psi-1_x99_y-81_h522.pt
0.4900185167789459,4.2752156257629395,4.530216979980466,42.99912732733719,-111.0025682280666,518.2400512695312,./dataWPI_17000/images/image_phi0_theta4_psi4_x42_y-111_h518.pt
0.9935608506202698,6.107943058013916,-3.765631866455081,-92.00193860502623,83.99726864174772,367.2432861328125,./dataWPI_17000/images/image_phi0_theta6_psi-3_x-92_y83_h367.pt
-2.368143320083618,-1.2841646671295166,-1.3551856994628935,16.99782681717261,-55.00262079366894,388.23956298828125,./dataWPI_17000/images/image_phi-2_theta-1_psi-1_x16_y-55_h388.pt
-8.173928260803223,1.6374703645706177,4.945851135253903,-72.00113972236431,-99.00057080874649,482.2379455566406,./dataWPI_17000/images/image_phi-8_theta1_psi4_x-72_y-99_h482.pt
3.5457377433776855,0.23753368854522705,-3.231940460205081,-78.00135185411273,12.99728900097125,382.2421875,./dataWPI_17000/images/image_phi3_theta0_psi-3_x-78_y12_h382.pt
-6.943515300750732,5.091350078582764,11.514523315429685,-45.00055149020045,-59.002851012393876,379.2400817871094,./dataWPI_17000/images/image_phi-6_theta5_psi11_x-45_y-59_h379.pt
-0.6861475110054016,5.546564102172852,-2.268336486816409,77.99933905730359,69.99713092407,507.2372131347656,./dataWPI_17000/images/image_phi0_theta5_psi-2_x77_y69_h507.pt
-3.8218331336975098,0.33005064725875854,3.481766510009763,97.99896293910933,-138.001957323213,439.2414855957031,./dataWPI_17000/images/image_phi-3_theta0_psi3_x97_y-138_h439.pt
