error_h,error_y,phi,theta,psi,x,y,h
229.30253195109424,80.89000830460463,6.345654010772705,-8.586848258972168,4.014828491210935,-0.0008417288881901186,-227.00133642960463,366.25238037109375
67.38101419267042,422.5214756453688,0.20919781923294067,0.7370242476463318,-3.7164108276367216,-0.0016306273610098287,166.9985438858812,428.2386779785156
7.939338233867147,-540.749401046327,0.790729820728302,-10.89205265045166,-0.8887435913085966,-0.0005265241034067003,-261.9996834263293,475.23895263671875
-197.36130557669276,343.675941369288,3.4923131465911865,3.1927287578582764,7.714756774902341,-0.000528328122527455,180.99892435336824,600.2373046875
-57.75545415734962,319.9481319073284,-6.17750358581543,-3.914990186691284,3.3283470153808565,-0.001545857663586503,157.99772990907786,511.241943359375
44.18422773428142,239.3291834999527,-4.810111999511719,-6.5935797691345215,-2.775702667236331,-0.00204293207207229,269.9978428672348,468.2409362792969
-149.61523810715914,-249.42877251948175,2.235238552093506,5.453391075134277,0.49196701049804403,-0.0010965622786898166,-122.00198309575262,562.2379150390625
-155.20283881794091,-99.25983545959843,-1.6531206369400024,2.6343743801116943,-2.9296676635742216,0.00015087805513758212,-47.00141026794063,542.2404174804688
164.99038139007865,216.64244859216615,-0.0025438135489821434,3.6690659523010254,-7.56125183105469,-0.0013159468671801733,209.99710829259948,378.2436218261719
-304.64175799775467,-19.056529062843765,1.2690032720565796,0.2984435260295868,-6.193690490722659,-0.0015936366871756036,-10.001870137595688,640.2343139648438
-254.7141848734788,-424.06195749922426,0.06782420724630356,-1.559974193572998,8.416512298583982,-0.00045408462756313384,-212.000359395307,619.2404174804688
-216.59185384951724,-484.75165261208804,0.4900185167789459,4.2752156257629395,4.530216979980466,0.00027290057369100396,-272.0010939699432,610.2401733398438
-404.60548286766647,-174.85691152040454,-4.535287380218506,-7.100213527679443,0.888420867919919,-0.0009267607347283047,-179.00206675107984,723.237548828125
-312.70280754066596,-103.65125334891036,-8.66429328918457,4.972070693969727,-4.044360351562503,-0.0023563328377349535,-138.00241791573808,693.2406616210938
-306.91442204155567,-58.83224199127653,-1.610030174255371,2.857961416244507,-1.5506889343261747,-0.0012666259699471993,-26.003443738703936,641.2410888671875
160.62627055893864,196.9495917112663,-6.648557662963867,-8.252540588378906,-1.7888214111328153,-0.0009748019056132762,-308.0032110960319,361.24603271484375
-122.15379813272415,-572.07724249476,-8.173928260803223,1.6374703645706177,4.945851135253903,-0.0008296608102682512,-247.0030187357088,539.2361450195312
-193.4861882456495,175.80031069859706,-0.6861475110054016,5.546564102172852,-2.268336486816409,-0.0014487577391264495,89.99677792444982,588.2388916015625
-321.82269563472784,-276.83077212216267,-3.8218331336975098,0.33005064725875854,3.481766510009763,-0.00011448153964010999,-326.00052670596233,687.2378540039062
-377.00835733119953,230.97045362225344,1.6897779703140259,-4.389596462249756,-0.14604873657226847,-0.0012309150224609766,161.99783861407468,690.2399291992188
-34.40712423728445,-401.98933397454675,0.8181644082069397,4.773797512054443,10.937664794921872,-0.0010842320552910678,-181.00212110357825,501.2440490722656
-406.8523836129051,103.47519431646651,5.64457368850708,0.7417632937431335,-2.7343475341796903,-0.001703328984149266,155.99767555658036,723.2351684570312
-337.043144217562,-265.8012658249154,6.2604289054870605,2.0505003929138184,-4.343341064453128,-0.0002845452290785033,-230.00198734891273,702.240478515625
172.80223489350743,215.2586528470083,-3.771868944168091,-6.678241729736328,5.149571228027341,-0.001473418185923947,207.99705394010107,391.246826171875
98.61208029087078,355.92190015545657,0.6024661064147949,-5.355331897735596,5.487774658203122,-0.0012309150224609766,161.99783861407468,408.2396545410156
111.06263298807124,254.9038530018679,0.9038862586021423,0.0404420830309391,0.24375991821288778,-0.0014608258170483168,109.99846023055397,384.24053955078125
-22.69529253885395,-391.6516603401042,4.186182975769043,7.533788681030273,1.790367889404294,-0.00148394439383992,-176.00141583177083,486.23779296875
-45.856260308985895,-364.4840706945597,12.424677848815918,1.390544056892395,-6.9159538269043,-0.002186531291954452,-195.0025015710653,499.23968505859375
199.42232750718148,36.17893746937625,5.540990352630615,-0.29559841752052307,0.34548645019530966,-0.0010716396827774588,-279.00071481312625,389.2424011230469
-177.5628767513361,-301.9464722429966,-6.661914348602295,-9.942493438720703,1.6104896545410128,-0.0014842065393168014,-137.00296013005027,566.2362060546875
-85.0970050510719,-359.6064266066642,4.581727027893066,3.700137138366699,1.2250221252441378,-0.0013264730732771568,-174.00136147927333,521.240966796875
86.30207635069752,226.88934715445157,7.5626325607299805,10.415014266967773,-0.41592712402344034,-0.0013760561159870122,100.99764625375155,395.24273681640625
-292.232077150641,-14.709334356523868,-0.0727982372045517,7.5270609855651855,9.450474548339841,-0.0008062800879997667,-0.001598375104549632,704.2332763671875
-200.0227920464813,30.756551273831064,2.291165590286255,1.6047152280807495,1.193505096435544,-0.0007335784684983082,10.99926995419628,586.2425537109375
-120.14553340008536,-337.3655082281639,-0.41997167468070984,0.4848572015762329,-5.272944641113284,0.0007576447569590528,-325.0010689202736,563.2404174804688
66.35896696059302,431.57819067084165,4.38407564163208,-0.8544519543647766,0.7321289062499972,-0.0013156847217032919,170.9986525908771,426.24298095703125
-81.84311350682873,544.4125709410673,1.4863336086273193,-7.425001621246338,2.518254089355466,-0.0010860360744118225,261.9964866761202,531.2376708984375
202.4733850576947,-110.33375689953027,-8.2561616897583,-9.458091735839844,0.20478897094726278,-0.0018469282040314283,-309.0026688817197,386.2431335449219
-385.63192905911836,287.6576329807567,5.561788082122803,-3.7980995178222656,-4.673602294921878,-0.0016308895064867102,205.99699958760266,686.2334594726562
17.540368811916153,-4.921429637956862,14.374238014221191,-1.8669674396514893,4.04577713012695,-0.0012786940496880561,-6.001761432599778,423.2457275390625
-160.66827570417507,-164.17693788477573,-0.4257477819919586,-2.134169578552246,1.0778625488281222,-0.0021264220431476133,-86.00303953221646,552.2371826171875
-14.103431547870116,117.86236792884301,-3.1500625610351562,-2.923269510269165,4.526104736328122,-0.0006611389944737311,60.998593985219486,461.24200439453125
-342.62060952562393,-397.29368400430303,-3.624798536300659,-3.1292757987976074,0.9138648986816378,-0.0020891692220175173,-302.0019092574157,693.2349853515625
-295.1757639807347,-359.23404228296386,1.6614516973495483,-2.855332851409912,-3.5858070373535185,-0.00044201654964126647,-232.00204170141114,646.240966796875
-354.77669038779663,281.9800704463087,-10.302491188049316,-5.347853183746338,-6.3839637756347685,-0.0018608003028930398,153.99762120408195,674.2394409179688
193.05816850951612,-55.222661702459845,7.443276405334473,-10.185020446777344,-2.718520355224612,-0.0009408949772478081,322.9966790364442,381.24639892578125
-292.0452970188671,-324.30752408119133,-6.2016167640686035,-2.543405771255493,-2.1436454772949247,-0.00101153043397062,-170.00125277427742,646.2342529296875
-173.5471484255495,552.0196523921677,-3.1282176971435547,-1.6716877222061157,-4.151740264892581,0.0003191377254552208,299.9986581547073,577.2415161132812
-380.2883899693847,-229.13819904415595,-2.284337282180786,0.3981702923774719,-3.9201690673828153,-0.0021742010685557034,-254.00263957889092,721.2368774414062
42.28701324103196,570.1710497737304,9.048714637756348,-2.160343647003174,2.393894958496091,-0.0007708312878094148,226.99813967939463,454.2458190917969
73.11764473487523,-503.8506332685156,-4.323453903198242,0.5258903503417969,-4.181819152832034,-0.000369314930139808,-221.0011733721094,438.24029541015625
63.83207887066595,-13.214360674296586,-0.5388326644897461,-8.678282737731934,8.74914627075195,-0.0005640390700136777,-7.002357999409469,399.2408752441406
-23.66271489296713,-418.55216372819996,5.966088771820068,-10.02897834777832,-1.9924041748046903,-0.0009871321308310144,-249.0030730882063,508.23760986328125
-208.54873218136396,-373.16254249312897,5.620598793029785,6.245539665222168,-0.7396232604980497,-0.0012293731488171034,-242.00231346390228,601.2379760742188
40.22037730407453,191.42186117833626,3.0302772521972656,2.6114909648895264,10.614598083496091,-0.00038344917447830085,280.99757241541374,471.2428283691406
205.79822866112357,-178.4273008503742,-1.1378523111343384,3.3060734272003174,3.3569343566894503,-0.0005871576468052808,-293.0022340617352,375.2420654296875
94.08890948941655,306.1523395970444,-0.21416305005550385,-1.1414191722869873,-1.9426414489746122,0.0002713587018661201,131.99905810803375,404.2394104003906
-141.2768285841596,-512.0640234396815,-2.4231951236724854,0.5312634110450745,2.1168487548828097,-0.0005992257247271482,-273.000551755631,575.2362670898438
